,Price,Ticker,value
152,Adj Close,AAPL,110.04129791259766
153,Adj Close,AAPL,106.76868438720703
154,Adj Close,AAPL,110.31708526611328
155,Adj Close,AAPL,112.2694091796875
156,Adj Close,AAPL,112.16936492919922
157,Adj Close,AAPL,111.87650299072266
158,Adj Close,AAPL,112.8087387084961
159,Adj Close,AAPL,112.95027923583984
160,Adj Close,AAPL,115.45659637451172
161,Adj Close,AAPL,121.4063720703125
162,Adj Close,AAPL,122.85843658447266
163,Adj Close,AAPL,121.85053253173828
164,Adj Close,AAPL,123.5075912475586
165,Adj Close,AAPL,122.0311279296875
166,Adj Close,AAPL,121.83345794677734
167,Adj Close,AAPL,125.96509552001953
168,Adj Close,AAPL,130.98257446289062
169,Adj Close,AAPL,128.2688446044922
170,Adj Close,AAPL,117.99952697753906
171,Adj Close,AAPL,118.07762908935547
172,Adj Close,AAPL,110.13162231445312
173,Adj Close,AAPL,114.52435302734375
174,Adj Close,AAPL,110.78562927246094
175,Adj Close,AAPL,109.3311538696289
176,Adj Close,AAPL,112.611083984375
177,Adj Close,AAPL,112.78678131103516
178,Adj Close,AAPL,109.45802307128906
179,Adj Close,AAPL,107.71070861816406
180,Adj Close,AAPL,104.2940902709961
181,Adj Close,AAPL,107.45687866210938
182,Adj Close,AAPL,109.14566802978516
183,Adj Close,AAPL,104.56743621826172
184,Adj Close,AAPL,105.64122009277344
185,Adj Close,AAPL,109.60445404052734
186,Adj Close,AAPL,112.2206039428711
187,Adj Close,AAPL,111.37134552001953
188,Adj Close,AAPL,113.05033874511719
189,Adj Close,AAPL,114.00698852539062
190,Adj Close,AAPL,110.32683563232422
191,Adj Close,AAPL,113.72389221191406
192,Adj Close,AAPL,110.46348571777344
193,Adj Close,AAPL,112.3377456665039
194,Adj Close,AAPL,112.2303695678711
195,Adj Close,AAPL,114.18270111083984
196,Adj Close,AAPL,121.4356460571289
197,Adj Close,AAPL,118.21427917480469
198,Adj Close,AAPL,118.30216217041016
199,Adj Close,AAPL,117.83358764648438
200,Adj Close,AAPL,116.1838607788086
201,Adj Close,AAPL,113.21630096435547
202,Adj Close,AAPL,114.70984649658203
203,Adj Close,AAPL,114.0850830078125
204,Adj Close,AAPL,112.99179077148438
205,Adj Close,AAPL,112.2987060546875
206,Adj Close,AAPL,112.30846405029297
207,Adj Close,AAPL,113.821533203125
208,Adj Close,AAPL,108.55020904541016
209,Adj Close,AAPL,112.572021484375
210,Adj Close,AAPL,106.26596069335938
211,Adj Close,AAPL,106.17808532714844
212,Adj Close,AAPL,107.80831909179688
213,Adj Close,AAPL,112.21082305908203
214,Adj Close,AAPL,116.19361114501953
215,Adj Close,AAPL,116.06159973144531
216,Adj Close,AAPL,113.74408721923828
217,Adj Close,AAPL,113.40184020996094
218,Adj Close,AAPL,116.8438949584961
219,Adj Close,AAPL,116.57009887695312
220,Adj Close,AAPL,116.61898040771484
221,Adj Close,AAPL,117.63595581054688
222,Adj Close,AAPL,116.74610137939453
223,Adj Close,AAPL,115.41622161865234
224,Adj Close,AAPL,116.0127182006836
225,Adj Close,AAPL,114.74149322509766
226,Adj Close,AAPL,111.32877349853516
227,Adj Close,AAPL,112.61956024169922
228,Adj Close,AAPL,113.46052551269531
229,Adj Close,AAPL,114.00811004638672
230,Adj Close,AAPL,116.41364288330078
231,Adj Close,AAPL,120.00236511230469
232,Adj Close,AAPL,120.3543930053711
233,Adj Close,AAPL,120.21749877929688
234,Adj Close,AAPL,119.54278564453125
235,Adj Close,AAPL,121.00955963134766
236,Adj Close,AAPL,121.62560272216797
237,Adj Close,AAPL,119.08319854736328
238,Adj Close,AAPL,120.5108413696289
239,Adj Close,AAPL,119.69923400878906
240,Adj Close,AAPL,119.08319854736328
241,Adj Close,AAPL,125.04808807373047
242,Adj Close,AAPL,124.97962951660156
243,Adj Close,AAPL,125.84992980957031
244,Adj Close,AAPL,123.85513305664062
245,Adj Close,AAPL,125.39034271240234
246,Adj Close,AAPL,128.95950317382812
247,Adj Close,AAPL,128.05987548828125
248,Adj Close,AAPL,129.04754638671875
249,Adj Close,AAPL,133.66297912597656
250,Adj Close,AAPL,131.88330078125
251,Adj Close,AAPL,130.75875854492188
252,Adj Close,AAPL,129.75157165527344
253,Adj Close,AAPL,126.544189453125
254,Adj Close,AAPL,128.10877990722656
255,Adj Close,AAPL,123.79644775390625
256,Adj Close,AAPL,128.020751953125
257,Adj Close,AAPL,129.12576293945312
258,Adj Close,AAPL,126.12373352050781
259,Adj Close,AAPL,125.9477310180664
260,Adj Close,AAPL,127.99140930175781
261,Adj Close,AAPL,126.05528259277344
262,Adj Close,AAPL,124.3244857788086
263,Adj Close,AAPL,124.99921417236328
264,Adj Close,AAPL,129.10618591308594
265,Adj Close,AAPL,133.8389892578125
266,Adj Close,AAPL,135.99029541015625
267,Adj Close,AAPL,139.75503540039062
268,Adj Close,AAPL,139.98971557617188
269,Adj Close,AAPL,138.91404724121094
270,Adj Close,AAPL,134.05413818359375
271,Adj Close,AAPL,129.03773498535156
272,Adj Close,AAPL,131.16946411132812
273,Adj Close,AAPL,132.00064086914062
274,Adj Close,AAPL,130.9739227294922
275,Adj Close,AAPL,134.3474578857422
276,Adj Close,AAPL,133.93128967285156
277,Adj Close,AAPL,134.07818603515625
278,Adj Close,AAPL,133.19679260253906
279,Adj Close,AAPL,132.58961486816406
280,Adj Close,AAPL,132.33502197265625
281,Adj Close,AAPL,132.57000732421875
282,Adj Close,AAPL,130.4351043701172
283,Adj Close,AAPL,128.13369750976562
284,Adj Close,AAPL,127.02713775634766
285,Adj Close,AAPL,127.18380737304688
286,Adj Close,AAPL,123.39385223388672
287,Adj Close,AAPL,123.25675201416016
288,Adj Close,AAPL,122.75729370117188
289,Adj Close,AAPL,118.48746490478516
290,Adj Close,AAPL,118.75187683105469
291,Adj Close,AAPL,125.14681243896484
292,Adj Close,AAPL,122.53205108642578
293,Adj Close,AAPL,119.53532409667969
294,Adj Close,AAPL,117.64524841308594
295,Adj Close,AAPL,118.9085693359375
296,Adj Close,AAPL,113.95323944091797
297,Adj Close,AAPL,118.58541107177734
298,Adj Close,AAPL,117.49836730957031
299,Adj Close,AAPL,119.4374008178711
300,Adj Close,AAPL,118.52662658691406
301,Adj Close,AAPL,121.4254150390625
302,Adj Close,AAPL,122.97273254394531
303,Adj Close,AAPL,122.17950439453125
304,Adj Close,AAPL,118.03697967529297
305,Adj Close,AAPL,117.50814819335938
306,Adj Close,AAPL,120.83782958984375
307,Adj Close,AAPL,120.00540161132812
308,Adj Close,AAPL,117.6060791015625
309,Adj Close,AAPL,118.09574890136719
310,Adj Close,AAPL,118.7029037475586
311,Adj Close,AAPL,118.87919616699219
312,Adj Close,AAPL,117.4200210571289
313,Adj Close,AAPL,119.62347412109375
314,Adj Close,AAPL,120.45589447021484
315,Adj Close,AAPL,123.29592895507812
316,Adj Close,AAPL,123.5994873046875
317,Adj Close,AAPL,125.2545394897461
318,Adj Close,AAPL,127.66365814208984
319,Adj Close,AAPL,130.2490234375
320,Adj Close,AAPL,128.5254669189453
321,Adj Close,AAPL,131.6494598388672
322,Adj Close,AAPL,129.29910278320312
323,Adj Close,AAPL,131.718017578125
324,Adj Close,AAPL,131.3850860595703
325,Adj Close,AAPL,132.05101013183594
326,Adj Close,AAPL,130.35678100585938
327,Adj Close,AAPL,130.73873901367188
328,Adj Close,AAPL,129.21096801757812
329,Adj Close,AAPL,131.54176330566406
330,Adj Close,AAPL,131.9334716796875
331,Adj Close,AAPL,131.61032104492188
332,Adj Close,AAPL,130.81704711914062
333,Adj Close,AAPL,130.71914672851562
334,Adj Close,AAPL,128.7409210205078
335,Adj Close,AAPL,129.798583984375
336,Adj Close,AAPL,125.20558166503906
337,Adj Close,AAPL,125.4504165649414
338,Adj Close,AAPL,127.05648040771484
339,Adj Close,AAPL,127.7333755493164
340,Adj Close,AAPL,124.4372787475586
341,Adj Close,AAPL,123.51516723632812
342,Adj Close,AAPL,120.43485260009766
343,Adj Close,AAPL,122.59303283691406
344,Adj Close,AAPL,125.0258560180664
345,Adj Close,AAPL,123.86830139160156
346,Adj Close,AAPL,122.47530364990234
347,Adj Close,AAPL,122.318359375
348,Adj Close,AAPL,124.88851165771484
349,Adj Close,AAPL,123.0442886352539
350,Adj Close,AAPL,124.68252563476562
351,Adj Close,AAPL,124.48631286621094
352,Adj Close,AAPL,124.4372787475586
353,Adj Close,AAPL,122.89713287353516
354,Adj Close,AAPL,122.23987579345703
355,Adj Close,AAPL,121.91615295410156
356,Adj Close,AAPL,122.68131256103516
357,Adj Close,AAPL,121.19023132324219
358,Adj Close,AAPL,123.49553680419922
359,Adj Close,AAPL,123.50534057617188
360,Adj Close,AAPL,124.32935333251953
361,Adj Close,AAPL,124.71192932128906
362,Adj Close,AAPL,123.71135711669922
363,Adj Close,AAPL,124.92776489257812
364,Adj Close,AAPL,127.99825286865234
365,Adj Close,AAPL,127.1742172241211
366,Adj Close,AAPL,127.67446899414062
367,Adj Close,AAPL,129.28330993652344
368,Adj Close,AAPL,127.97859191894531
369,Adj Close,AAPL,129.7836151123047
370,Adj Close,AAPL,131.431640625
371,Adj Close,AAPL,131.156982421875
372,Adj Close,AAPL,130.8725128173828
373,Adj Close,AAPL,130.57818603515625
374,Adj Close,AAPL,132.21641540527344
375,Adj Close,AAPL,133.73696899414062
376,Adj Close,AAPL,134.35499572753906
377,Adj Close,AAPL,134.65908813476562
378,Adj Close,AAPL,137.2978973388672
379,Adj Close,AAPL,139.31874084472656
380,Adj Close,AAPL,141.82020568847656
381,Adj Close,AAPL,140.51556396484375
382,Adj Close,AAPL,142.34994506835938
383,Adj Close,AAPL,141.75157165527344
384,Adj Close,AAPL,142.869873046875
385,Adj Close,AAPL,146.3131103515625
386,Adj Close,AAPL,145.65586853027344
387,Adj Close,AAPL,143.60562133789062
388,Adj Close,AAPL,139.74057006835938
389,Adj Close,AAPL,143.37017822265625
390,Adj Close,AAPL,142.6344451904297
391,Adj Close,AAPL,144.0078125
392,Adj Close,AAPL,145.73434448242188
393,Adj Close,AAPL,146.15615844726562
394,Adj Close,AAPL,143.9783477783203
395,Adj Close,AAPL,142.222412109375
396,Adj Close,AAPL,142.869873046875
397,Adj Close,AAPL,143.085693359375
398,Adj Close,AAPL,142.7521514892578
399,Adj Close,AAPL,144.55715942382812
400,Adj Close,AAPL,144.15496826171875
401,Adj Close,AAPL,144.26287841796875
402,Adj Close,AAPL,143.57518005371094
403,Adj Close,AAPL,143.52603149414062
404,Adj Close,AAPL,143.0446319580078
405,Adj Close,AAPL,143.30007934570312
406,Adj Close,AAPL,146.27687072753906
407,Adj Close,AAPL,146.48321533203125
408,Adj Close,AAPL,148.46774291992188
409,Adj Close,AAPL,147.5540771484375
410,Adj Close,AAPL,143.79132080078125
411,Adj Close,AAPL,144.1253204345703
412,Adj Close,AAPL,145.5891876220703
413,Adj Close,AAPL,147.08251953125
414,Adj Close,AAPL,146.99407958984375
415,Adj Close,AAPL,145.75619506835938
416,Adj Close,AAPL,144.9505615234375
417,Adj Close,AAPL,145.99197387695312
418,Adj Close,AAPL,150.43264770507812
419,Adj Close,AAPL,149.16529846191406
420,Adj Close,AAPL,149.83335876464844
421,Adj Close,AAPL,150.95333862304688
422,Adj Close,AAPL,151.5919189453125
423,Adj Close,AAPL,153.9400177001953
424,Adj Close,AAPL,152.3877410888672
425,Adj Close,AAPL,151.36598205566406
426,Adj Close,AAPL,146.35546875
427,Adj Close,AAPL,146.92529296875
428,Adj Close,AAPL,145.5203857421875
429,Adj Close,AAPL,146.41445922851562
430,Adj Close,AAPL,146.17864990234375
431,Adj Close,AAPL,143.49656677246094
432,Adj Close,AAPL,140.4313201904297
433,Adj Close,AAPL,140.91270446777344
434,Adj Close,AAPL,143.29025268554688
435,Adj Close,AAPL,144.25303649902344
436,Adj Close,AAPL,144.34149169921875
437,Adj Close,AAPL,142.8186798095703
438,Adj Close,AAPL,139.41943359375
439,Adj Close,AAPL,140.32327270507812
440,Adj Close,AAPL,139.01657104492188
441,Adj Close,AAPL,140.1464080810547
442,Adj Close,AAPL,136.697998046875
443,Adj Close,AAPL,138.63343811035156
444,Adj Close,AAPL,139.50779724121094
445,Adj Close,AAPL,140.77517700195312
446,Adj Close,AAPL,140.39202880859375
447,Adj Close,AAPL,140.3035888671875
448,Adj Close,AAPL,139.02639770507812
449,Adj Close,AAPL,138.4369354248047
450,Adj Close,AAPL,141.23690795898438
451,Adj Close,AAPL,142.2979736328125
452,Adj Close,AAPL,143.97793579101562
453,Adj Close,AAPL,146.14913940429688
454,Adj Close,AAPL,146.64039611816406
455,Adj Close,AAPL,146.85650634765625
456,Adj Close,AAPL,146.0803680419922
457,Adj Close,AAPL,146.03128051757812
458,Adj Close,AAPL,146.6993408203125
459,Adj Close,AAPL,146.2375946044922
460,Adj Close,AAPL,149.89231872558594
461,Adj Close,AAPL,147.17095947265625
462,Adj Close,AAPL,146.34568786621094
463,Adj Close,AAPL,147.38706970214844
464,Adj Close,AAPL,148.83126831054688
465,Adj Close,AAPL,148.310546875
466,Adj Close,AAPL,148.84188842773438
467,Adj Close,AAPL,148.0154266357422
468,Adj Close,AAPL,148.37942504882812
469,Adj Close,AAPL,145.5360107421875
470,Adj Close,AAPL,145.48683166503906
471,Adj Close,AAPL,147.5726776123047
472,Adj Close,AAPL,147.58248901367188
473,Adj Close,AAPL,148.56639099121094
474,Adj Close,AAPL,151.01625061035156
475,Adj Close,AAPL,155.3256378173828
476,Adj Close,AAPL,157.96246337890625
477,Adj Close,AAPL,158.42491149902344
478,Adj Close,AAPL,158.80860900878906
479,Adj Close,AAPL,159.330078125
480,Adj Close,AAPL,154.28273010253906
481,Adj Close,AAPL,157.657470703125
482,Adj Close,AAPL,162.63589477539062
483,Adj Close,AAPL,162.11447143554688
484,Adj Close,AAPL,161.12074279785156
485,Adj Close,AAPL,159.23165893554688
486,Adj Close,AAPL,162.6555633544922
487,Adj Close,AAPL,168.42111206054688
488,Adj Close,AAPL,172.25827026367188
489,Adj Close,AAPL,171.7466583251953
490,Adj Close,AAPL,176.557861328125
491,Adj Close,AAPL,172.9076690673828
492,Adj Close,AAPL,171.52035522460938
493,Adj Close,AAPL,176.41026306152344
494,Adj Close,AAPL,169.4837188720703
495,Adj Close,AAPL,168.38177490234375
496,Adj Close,AAPL,167.01419067382812
497,Adj Close,AAPL,170.20196533203125
498,Adj Close,AAPL,172.8092498779297
499,Adj Close,AAPL,173.43893432617188
500,Adj Close,AAPL,177.42367553710938
501,Adj Close,AAPL,176.40042114257812
502,Adj Close,AAPL,176.48898315429688
503,Adj Close,AAPL,175.32797241210938
504,Adj Close,AAPL,174.70816040039062
505,Adj Close,AAPL,179.07656860351562
506,Adj Close,AAPL,176.80380249023438
507,Adj Close,AAPL,172.10086059570312
508,Adj Close,AAPL,169.22796630859375
509,Adj Close,AAPL,169.39515686035156
510,Adj Close,AAPL,169.41488647460938
511,Adj Close,AAPL,172.25827026367188
512,Adj Close,AAPL,172.7010040283203
513,Adj Close,AAPL,169.41488647460938
514,Adj Close,AAPL,170.2806854248047
515,Adj Close,AAPL,167.06336975097656
516,Adj Close,AAPL,163.5509033203125
517,Adj Close,AAPL,161.85862731933594
518,Adj Close,AAPL,159.79251098632812
519,Adj Close,AAPL,159.0151824951172
520,Adj Close,AAPL,157.20486450195312
521,Adj Close,AAPL,157.11630249023438
522,Adj Close,AAPL,156.65390014648438
523,Adj Close,AAPL,167.58482360839844
524,Adj Close,AAPL,171.96310424804688
525,Adj Close,AAPL,171.7958526611328
526,Adj Close,AAPL,173.00604248046875
527,Adj Close,AAPL,170.1134033203125
528,Adj Close,AAPL,169.82774353027344
529,Adj Close,AAPL,169.1085968017578
530,Adj Close,AAPL,172.23146057128906
531,Adj Close,AAPL,173.65989685058594
532,Adj Close,AAPL,169.56173706054688
533,Adj Close,AAPL,166.13345336914062
534,Adj Close,AAPL,166.36988830566406
535,Adj Close,AAPL,170.22177124023438
536,Adj Close,AAPL,169.98536682128906
537,Adj Close,AAPL,166.36988830566406
538,Adj Close,AAPL,164.8134002685547
539,Adj Close,AAPL,161.877685546875
540,Adj Close,AAPL,157.6908721923828
541,Adj Close,AAPL,160.3211669921875
542,Adj Close,AAPL,162.39981079101562
543,Adj Close,AAPL,162.66578674316406
544,Adj Close,AAPL,160.7743377685547
545,Adj Close,AAPL,164.0843963623047
546,Adj Close,AAPL,163.75926208496094
547,Adj Close,AAPL,160.7447509765625
548,Adj Close,AAPL,156.9322967529297
549,Adj Close,AAPL,155.09994506835938
550,Adj Close,AAPL,160.52806091308594
551,Adj Close,AAPL,156.16387939453125
552,Adj Close,AAPL,152.43020629882812
553,Adj Close,AAPL,148.3813018798828
554,Adj Close,AAPL,152.7848663330078
555,Adj Close,AAPL,157.21798706054688
556,Adj Close,AAPL,158.232666015625
557,Adj Close,AAPL,161.542724609375
558,Adj Close,AAPL,162.92190551757812
559,Adj Close,AAPL,166.31080627441406
560,Adj Close,AAPL,167.68014526367188
561,Adj Close,AAPL,171.4827423095703
562,Adj Close,AAPL,172.1230926513672
563,Adj Close,AAPL,172.99002075195312
564,Adj Close,AAPL,176.30007934570312
565,Adj Close,AAPL,175.1277618408203
566,Adj Close,AAPL,172.01473999023438
567,Adj Close,AAPL,171.7191925048828
568,Adj Close,AAPL,175.7877960205078
569,Adj Close,AAPL,172.4580535888672
570,Adj Close,AAPL,169.27603149414062
571,Adj Close,AAPL,169.58143615722656
572,Adj Close,AAPL,167.56192016601562
573,Adj Close,AAPL,163.2864227294922
574,Adj Close,AAPL,165.16802978515625
575,Adj Close,AAPL,167.8673095703125
576,Adj Close,AAPL,162.83326721191406
577,Adj Close,AAPL,162.6165313720703
578,Adj Close,AAPL,164.91192626953125
579,Adj Close,AAPL,164.7444305419922
580,Adj Close,AAPL,163.94647216796875
581,Adj Close,AAPL,159.38528442382812
582,Adj Close,AAPL,160.45907592773438
583,Adj Close,AAPL,154.46946716308594
584,Adj Close,AAPL,154.24285888671875
585,Adj Close,AAPL,161.20779418945312
586,Adj Close,AAPL,155.3068084716797
587,Adj Close,AAPL,155.61219787597656
588,Adj Close,AAPL,157.10963439941406
589,Adj Close,AAPL,163.55239868164062
590,Adj Close,AAPL,154.43988037109375
591,Adj Close,AAPL,155.16998291015625
592,Adj Close,AAPL,150.02000427246094
593,Adj Close,AAPL,152.43711853027344
594,Adj Close,AAPL,144.5345916748047
595,Adj Close,AAPL,140.64744567871094
596,Adj Close,AAPL,145.1363983154297
597,Adj Close,AAPL,143.5874786376953
598,Adj Close,AAPL,147.23782348632812
599,Adj Close,AAPL,138.93081665039062
600,Adj Close,AAPL,135.50733947753906
601,Adj Close,AAPL,135.74412536621094
602,Adj Close,AAPL,141.19007873535156
603,Adj Close,AAPL,138.47695922851562
604,Adj Close,AAPL,138.6348419189453
605,Adj Close,AAPL,141.85107421875
606,Adj Close,AAPL,147.63246154785156
607,Adj Close,AAPL,146.84320068359375
608,Adj Close,AAPL,146.71493530273438
609,Adj Close,AAPL,149.18142700195312
610,Adj Close,AAPL,143.42959594726562
611,Adj Close,AAPL,144.17941284179688
612,Adj Close,AAPL,146.71493530273438
613,Adj Close,AAPL,145.97499084472656
614,Adj Close,AAPL,140.7263641357422
615,Adj Close,AAPL,135.29029846191406
616,Adj Close,AAPL,130.11073303222656
617,Adj Close,AAPL,130.9789276123047
618,Adj Close,AAPL,133.61309814453125
619,Adj Close,AAPL,128.31512451171875
620,Adj Close,AAPL,129.79501342773438
621,Adj Close,AAPL,134.04718017578125
622,Adj Close,AAPL,133.53414916992188
623,Adj Close,AAPL,136.41502380371094
624,Adj Close,AAPL,139.75953674316406
625,Adj Close,AAPL,139.75953674316406
626,Adj Close,AAPL,135.59613037109375
627,Adj Close,AAPL,137.3621063232422
628,Adj Close,AAPL,134.8857879638672
629,Adj Close,AAPL,137.06613159179688
630,Adj Close,AAPL,139.6608428955078
631,Adj Close,AAPL,141.00262451171875
632,Adj Close,AAPL,144.3865966796875
633,Adj Close,AAPL,145.0673370361328
634,Adj Close,AAPL,142.9264373779297
635,Adj Close,AAPL,143.90318298339844
636,Adj Close,AAPL,143.5381317138672
637,Adj Close,AAPL,146.4781494140625
638,Adj Close,AAPL,148.1553497314453
639,Adj Close,AAPL,145.09693908691406
640,Adj Close,AAPL,148.97422790527344
641,Adj Close,AAPL,150.98683166503906
642,Adj Close,AAPL,153.26585388183594
643,Adj Close,AAPL,152.0227508544922
644,Adj Close,AAPL,150.89805603027344
645,Adj Close,AAPL,149.56619262695312
646,Adj Close,AAPL,154.68655395507812
647,Adj Close,AAPL,155.23902893066406
648,Adj Close,AAPL,160.32980346679688
649,Adj Close,AAPL,159.34323120117188
650,Adj Close,AAPL,157.86334228515625
651,Adj Close,AAPL,163.9012451171875
652,Adj Close,AAPL,163.58555603027344
653,Adj Close,AAPL,163.35830688476562
654,Adj Close,AAPL,162.88406372070312
655,Adj Close,AAPL,162.93348693847656
656,Adj Close,AAPL,167.20143127441406
657,Adj Close,AAPL,166.46051025390625
658,Adj Close,AAPL,170.02699279785156
659,Adj Close,AAPL,171.1038818359375
660,Adj Close,AAPL,170.94578552246094
661,Adj Close,AAPL,172.44747924804688
662,Adj Close,AAPL,172.05233764648438
663,Adj Close,AAPL,169.4539794921875
664,Adj Close,AAPL,165.55157470703125
665,Adj Close,AAPL,165.21563720703125
