Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Pakistan,PAK,interest rate,FR.INR.RINR,5.470839389,7.761265133,4.018325688,4.515568205,2.931793303,0.739692508,-1.452259423,,,
Panama,PAN,interest rate,FR.INR.RINR,3.378360271,4.024183188,4.883719003,6.139255096,6.5165673,7.540319955,5.444503278,4.610352922,,
Peru,PER,interest rate,FR.INR.RINR,13.06382202,12.98525678,12.71220357,11.9886777,12.28326446,8.888580607,0.832240862,7.734763819,,
Philippines,PHL,interest rate,FR.INR.RINR,6.34358649,4.306550978,3.231999269,2.292106404,6.35446159,,,,,
Palau,PLW,interest rate,FR.INR.RINR,,,,,,,,,,
Papua New Guinea,PNG,interest rate,FR.INR.RINR,10.08781132,5.712976777,0.639555495,-0.658125153,7.508808733,5.968777175,-3.542058987,-6.118455749,13.25970871,
Poland,POL,interest rate,FR.INR.RINR,,,,,,,,,,
Pre-demographic dividend,PRE,interest rate,FR.INR.RINR,,,,,,,,,,
Puerto Rico (US),PRI,interest rate,FR.INR.RINR,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,interest rate,FR.INR.RINR,,,,,,,,,,
Portugal,PRT,interest rate,FR.INR.RINR,,,,,,,,,,
Paraguay,PRY,interest rate,FR.INR.RINR,17.84574239,13.38659908,14.50938861,13.49296264,12.05332607,11.08900009,3.745212562,,,
West Bank and Gaza,PSE,interest rate,FR.INR.RINR,10.89292287,4.810218377,2.486483979,6.19365816,2.005298077,3.224785422,-3.119417484,,,
Pacific island small states,PSS,interest rate,FR.INR.RINR,,,,,,,,,,
Post-demographic dividend,PST,interest rate,FR.INR.RINR,,,,,,,,,,
French Polynesia,PYF,interest rate,FR.INR.RINR,,,,,,,,,,
Qatar,QAT,interest rate,FR.INR.RINR,39.48953331,14.30100368,-2.867726986,-6.612932397,9.937847386,22.59961531,-15.19997757,-16.93298975,17.24057289,7.766053597
Romania,ROU,interest rate,FR.INR.RINR,3.392224696,3.010378624,0.872621781,0.589692861,0.181905937,2.285487784,0.009216889,-3.832335661,-2.698065196,-0.750528103
Russian Federation,RUS,interest rate,FR.INR.RINR,7.894593575,9.484354473,4.945604231,-1.028482595,5.316709231,5.825262121,-9.329245668,-5.690688563,3.355534216,
Rwanda,RWA,interest rate,FR.INR.RINR,16.76593404,11.67431236,8.328391907,17.65652261,13.71735061,9.027267721,12.8518758,0.495362461,3.670126507,11.81027473
South Asia,SAS,interest rate,FR.INR.RINR,,,,,,,,,,
Saudi Arabia,SAU,interest rate,FR.INR.RINR,,,,,,,,,,
Sudan,SDN,interest rate,FR.INR.RINR,,,,,,,,,,
Senegal,SEN,interest rate,FR.INR.RINR,4.041150441,4.298274045,4.514047781,,,,,,,
Singapore,SGP,interest rate,FR.INR.RINR,2.210150171,4.802908269,2.349442612,1.662757409,5.69911419,7.830273257,-5.119736821,,,
Solomon Islands,SLB,interest rate,FR.INR.RINR,6.889372303,9.721814027,7.913824673,2.680455135,9.239857003,12.16958624,5.804490636,,,
Sierra Leone,SLE,interest rate,FR.INR.RINR,14.58950889,11.37607977,7.59034036,-0.05090912,7.324787807,4.119506143,10.60440924,-6.021009066,-7.443171074,9.042296576
El Salvador,SLV,interest rate,FR.INR.RINR,,,,,,,,,,
San Marino,SMR,interest rate,FR.INR.RINR,3.25650062,1.683001162,2.283386606,2.056330154,3.043074755,3.377692772,1.660293624,1.009508528,-1.602901489,
"Somalia, Fed. Rep.",SOM,interest rate,FR.INR.RINR,,,,,,,,,,
Serbia,SRB,interest rate,FR.INR.RINR,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,interest rate,FR.INR.RINR,,,,,,,,,,
South Sudan,SSD,interest rate,FR.INR.RINR,-3.321404055,-33.00918961,-77.56128012,-27.28786833,-25.09795733,14.55130674,-8.153528605,-52.14389336,-52.94009264,-26.88651984
Sub-Saharan Africa,SSF,interest rate,FR.INR.RINR,,,,,,,,,,
Small states,SST,interest rate,FR.INR.RINR,,,,,,,,,,
Sao Tome and Principe,STP,interest rate,FR.INR.RINR,17.99183834,11.70585886,14.92356274,10.05691942,7.008218859,8.7484591,12.66793549,1.834138704,-4.793679231,
Suriname,SUR,interest rate,FR.INR.RINR,7.402705034,-8.532348491,-10.70669495,8.175726537,9.303491481,-20.94895148,-29.11378167,-23.20574814,-14.22026059,1.759681162
Slovak Republic,SVK,interest rate,FR.INR.RINR,,,,,,,,,,
Slovenia,SVN,interest rate,FR.INR.RINR,,,,,,,,,,
Sweden,SWE,interest rate,FR.INR.RINR,,,,,,,,,,
Eswatini,SWZ,interest rate,FR.INR.RINR,3.529049942,3.26450638,5.531656202,6.795011441,8.002680684,2.656097089,7.127812455,-0.338623363,4.506814268,9.392706682
Sint Maarten (Dutch part),SXM,interest rate,FR.INR.RINR,,,,,,,,,,
Seychelles,SYC,interest rate,FR.INR.RINR,13.49678463,14.99623108,9.682908864,8.566122632,12.46162574,6.060004488,6.235638501,7.415212464,5.226446814,10.6318505
Syrian Arab Republic,SYR,interest rate,FR.INR.RINR,,,,,,,,,,
Turks and Caicos Islands,TCA,interest rate,FR.INR.RINR,,,,,,,,,,
Chad,TCD,interest rate,FR.INR.RINR,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,interest rate,FR.INR.RINR,,,,,,,,,,
Europe & Central Asia (IDA & IBRD countries),TEC,interest rate,FR.INR.RINR,,,,,,,,,,
Togo,TGO,interest rate,FR.INR.RINR,2.887854358,3.782109341,6.078432857,,,,,,,
Thailand,THA,interest rate,FR.INR.RINR,3.981013973,1.78511917,2.469714624,2.679797289,3.038915787,4.651690048,1.262895564,-1.453492749,2.973008109,3.207071528
Tajikistan,TJK,interest rate,FR.INR.RINR,17.75116938,24.27035304,18.06944068,24.09604073,19.18895987,,,,,
Turkmenistan,TKM,interest rate,FR.INR.RINR,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,interest rate,FR.INR.RINR,,,,,,,,,,
