Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Gibraltar,GIB,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Guinea,GIN,inflation,FP.CPI.TOTL.ZG,11.7800825,8.172681123,8.914359479,9.827617013,9.470010393,10.60162034,12.59728826,10.493041,7.804975919,8.123139149
"Gambia, The",GMB,inflation,FP.CPI.TOTL.ZG,6.808454946,7.228792721,8.034189745,6.520968239,7.115676256,5.931276366,7.370347589,11.51311984,16.97421296,11.56105329
Guinea-Bissau,GNB,inflation,FP.CPI.TOTL.ZG,1.476720489,1.503120559,1.691114618,0.381324703,0.246600268,1.140009394,2.242488796,9.39075934,7.102209286,3.765558258
Equatorial Guinea,GNQ,inflation,FP.CPI.TOTL.ZG,1.676630853,1.411939155,0.744354747,1.060074107,1.53027529,4.766695239,-0.097100766,4.786717047,2.85949506,2.921402273
Greece,GRC,inflation,FP.CPI.TOTL.ZG,-1.735888048,-0.825653978,1.12125452,0.625621413,0.253007522,-1.247983556,1.22382501,9.645259813,3.464801285,2.741490458
Grenada,GRD,inflation,FP.CPI.TOTL.ZG,-0.515448031,1.650389944,0.908458256,0.804102313,0.598149765,-0.740732597,1.219511939,2.580539259,2.696122698,1.086153651
Greenland,GRL,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Guatemala,GTM,inflation,FP.CPI.TOTL.ZG,2.388720328,4.448441999,4.424536552,3.751861867,3.69998398,3.214440622,4.261051274,6.885128233,6.206575923,2.869927529
Guam,GUM,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Guyana,GUY,inflation,FP.CPI.TOTL.ZG,-1.001734328,0.836008062,1.904656155,1.282842884,2.087230892,0.993337023,5.032855746,6.115055501,2.821103351,2.903952264
High income,HIC,inflation,FP.CPI.TOTL.ZG,0.330027165,0.394769307,1.589094136,1.881108014,1.615199887,0.598986331,2.518371096,7.531078346,4.856040447,2.385547534
"Hong Kong SAR, China",HKG,inflation,FP.CPI.TOTL.ZG,2.990848193,2.409307439,1.493872439,2.40613432,2.883208538,0.250962021,1.568758344,1.881367072,2.096605112,1.729721191
Honduras,HND,inflation,FP.CPI.TOTL.ZG,3.15783118,2.724612233,3.934360844,4.347349378,4.365871598,3.46841178,4.480879634,9.089639115,6.663251803,4.606210981
Heavily indebted poor countries (HIPC),HPC,inflation,FP.CPI.TOTL.ZG,3.550759674,4.383891955,4.578337412,3.01748181,2.835145557,3.476173727,4.370121905,9.659147538,7.126974821,4.569762239
Croatia,HRV,inflation,FP.CPI.TOTL.ZG,-0.464499005,-1.125,1.129372103,1.50012501,0.771820346,0.154811375,2.554506996,10.78058068,7.941281776,2.972004776
Haiti,HTI,inflation,FP.CPI.TOTL.ZG,6.731840697,11.50290739,10.68008872,12.48141112,18.70378257,22.79631136,16.84152402,33.98393195,36.81351628,26.94905641
Hungary,HUN,inflation,FP.CPI.TOTL.ZG,-0.06164468,0.394769307,2.348242812,2.850247926,3.338586354,3.326743858,5.110965344,14.60814395,17.12496597,3.703703704
IBRD only,IBD,inflation,FP.CPI.TOTL.ZG,3.09551722,2.120817134,3.323894476,3.22703471,2.584058293,2.415130941,4.271663815,9.104379831,6.026634501,3.48974086
IDA & IBRD total,IBT,inflation,FP.CPI.TOTL.ZG,3.129002745,2.814957914,3.337875861,3.13285376,2.705901963,2.89819376,4.259364175,8.811092093,6.206575923,3.621092739
IDA total,IDA,inflation,FP.CPI.TOTL.ZG,3.15783118,3.219886894,3.850671663,2.845783761,2.744475284,3.476173727,4.172705822,8.21619711,7.102209286,3.922063303
IDA blend,IDB,inflation,FP.CPI.TOTL.ZG,1.374885426,1.650389944,1.147653393,2.480308432,1.989587441,2.103948821,3.46677877,6.327520073,4.564577198,3.450530281
Indonesia,IDN,inflation,FP.CPI.TOTL.ZG,6.363120612,3.525804528,3.808798577,3.198347559,3.030584609,1.919835273,1.56007883,4.209464637,3.669386549,2.181512736
IDA only,IDX,inflation,FP.CPI.TOTL.ZG,3.402743277,3.741030821,4.314211346,3.01748181,3.093420881,3.941803269,4.370121905,9.573371186,7.121423718,4.190817213
Isle of Man,IMN,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
India,IND,inflation,FP.CPI.TOTL.ZG,4.906973441,4.948216341,3.328173375,3.938826467,3.729505735,6.623436776,5.131407472,6.699034141,5.649143189,4.95303551
Not classified,INX,inflation,FP.CPI.TOTL.ZG,,,,,,,,,,
Ireland,IRL,inflation,FP.CPI.TOTL.ZG,-0.330959783,0.020124774,0.362173038,0.471130714,0.937842961,-0.326183651,2.340341134,7.829457364,6.299424874,2.113449996
"Iran, Islamic Rep.",IRN,inflation,FP.CPI.TOTL.ZG,12.48468156,7.24542549,8.044924377,18.01411834,39.90734557,30.59413904,43.38901627,43.48846417,44.57918576,32.4558714
Iraq,IRQ,inflation,FP.CPI.TOTL.ZG,1.393330288,0.556521397,0.184058899,0.367441489,-0.19896538,0.574162679,6.041864891,4.994765964,4.358353511,-12.29698376
Iceland,ISL,inflation,FP.CPI.TOTL.ZG,1.633055582,1.69692762,1.760415592,2.682917683,3.013971792,2.847924015,4.444239702,8.308755116,8.736302999,5.8568385
Israel,ISR,inflation,FP.CPI.TOTL.ZG,-0.617342578,-0.535168196,0.24980784,0.80506038,0.81764594,-0.575254621,1.479654747,4.411627255,4.225226032,3.074808898
Italy,ITA,inflation,FP.CPI.TOTL.ZG,0.0387904,-0.094016657,1.226533166,1.137487636,0.611246944,-0.137707574,1.873783258,8.201289912,5.622194422,0.982373023
Jamaica,JAM,inflation,FP.CPI.TOTL.ZG,3.691542289,2.351021975,4.37839865,3.736638822,3.905100009,5.226777793,5.862782428,10.34956884,6.474137347,5.41194448
Jordan,JOR,inflation,FP.CPI.TOTL.ZG,-0.87685136,-0.778430463,3.323894476,4.462311085,0.761514047,0.333294351,1.346093772,4.229155689,2.084869863,1.556596113
Japan,JPN,inflation,FP.CPI.TOTL.ZG,0.795279631,-0.127258844,0.484199796,0.989094598,0.468776159,-0.024995834,-0.233352779,2.497702782,3.268133659,2.738536816
Kazakhstan,KAZ,inflation,FP.CPI.TOTL.ZG,6.678285856,14.36109424,7.442663213,6.163662476,5.333560989,6.718154549,8.04147134,15.02786444,14.72499002,8.839438975
Kenya,KEN,inflation,FP.CPI.TOTL.ZG,6.582154293,6.297249538,8.005649677,4.689806468,5.239637958,5.405162079,6.107936037,7.659862683,7.67139634,4.489788542
Kyrgyz Republic,KGZ,inflation,FP.CPI.TOTL.ZG,6.50331839,0.388838297,3.175309864,1.542661452,1.133622577,6.325422963,11.90503982,13.92290932,10.75327704,
Cambodia,KHM,inflation,FP.CPI.TOTL.ZG,1.223931955,3.019139751,2.912635574,2.459085154,1.942575008,2.940295143,2.920734776,5.343702649,2.127467966,0.808042017
Kiribati,KIR,inflation,FP.CPI.TOTL.ZG,0.572015744,1.917310902,0.355520889,0.564030491,-1.813079953,2.553245544,2.053616768,5.345954409,9.283073745,2.455450722
St. Kitts and Nevis,KNA,inflation,FP.CPI.TOTL.ZG,-2.30187563,-0.687037123,0.694916712,-1.037122141,-0.329562064,-1.167245018,1.19568887,2.668175331,3.557112308,
"Korea, Rep.",KOR,inflation,FP.CPI.TOTL.ZG,0.706331772,0.97168574,1.944332308,1.47583935,0.383000304,0.537288023,2.498333333,5.089513651,3.59745625,2.321743286
